Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2019,02,02,12:04:34,36.4642,70.7006,211.7,5.6,"46km SSW of Jarm, Afghanistan",1549109074
2019,02,04,19:29:54,-0.4203,98.0357,19,5.6,"131km NW of Sikabaluan, Indonesia",1549308594
2019,02,15,23:51:40,-55.7216,-124.947,10,5.6,"Southern East Pacific Rise",1550274700
2019,05,18,01:51:29,-9.5083,108.5971,8,5.6,"188km S of Sindangsari, Indonesia",1558144289
2019,05,22,00:39:34,13.8921,92.9916,29,5.6,"244km N of Bamboo Flat, India",1558485574
2019,04,01,02:16:53,10.6035,125.8523,50.1,5.6,"36km S of Sulangan, Philippines",1554085013
2019,04,07,10:52:41,-33.7588,-72.5153,10,5.6,"84km WSW of San Antonio, Chile",1554634361
2019,04,18,04:06:34,-29.3648,-71.5891,54,5.6,"68km NNW of La Serena, Chile",1555560394
2019,03,02,19:46:21,18.6542,120.3562,15.7,5.6,"30km NW of Davila, Philippines",1551555981
2019,03,17,07:07:25,-8.4179,116.5208,10,5.6,"4km SW of Sembalunbumbung, Indonesia",1552806445
2019,07,02,19:51:46,-43.6798,123.9065,10,5.6,"South of Australia",1562097106
2018,12,04,06:20:28,-56.2383,-124.1048,10,5.6,"Southern East Pacific Rise",1543904428
2018,12,22,05:37:38,-20.6428,32.8029,16,5.6,"53km SSE of Chipinge, Zimbabwe",1545457058
2018,07,10,10:26:22,-31.5986,58.3456,10,5.6,"Southwest Indian Ridge",1531218382
2018,07,10,16:05:09,-31.5924,58.1519,10,5.6,"Southwest Indian Ridge",1531238709
2018,09,03,20:35:50,-58.0118,-25.2632,29.4,5.6,"135km NNE of Bristol Island, South Sandwich Islands",1536006950
2018,09,05,00:36:23,-58.3179,-24.9323,10,5.6,"121km NE of Bristol Island, South Sandwich Islands",1536107783
2018,09,07,06:23:38,28.3261,59.3199,10,5.6,"127km SE of Bam, Iran",1536301418
2018,09,21,12:49:28,2.4191,-95.449,10,5.6,"Galapagos Islands, Ecuador region",1537534168
2018,09,28,06:21:54,-26.4932,67.5888,10,5.6,"Indian Ocean Triple Junction",1538115714
2018,09,28,10:50:25,-0.7806,119.9147,10,5.6,"13km NNE of Palu, Indonesia",1538131825
2018,06,06,18:51:34,-58.3596,-25.7565,31,5.6,"87km NNE of Bristol Island, South Sandwich Islands",1528311094
2018,06,12,23:46:11,-1.9469,98.6868,10,5.6,"69km WSW of Muara Siberut, Indonesia",1528847171
2018,01,07,06:47:15,24.7382,94.9055,33,5.6,"85km E of Yairipok, India",1515307635
2018,01,23,23:09:09,-5.7774,-12.5434,10,5.6,"Ascension Island region",1516748949
2018,01,31,16:37:05,7.2401,-79.6427,7,5.6,"53km SE of Pedasi, Panama",1517416625
2018,08,09,16:53:39,-33.3544,2.4822,10,5.6,"South Atlantic Ocean",1533833619
2018,08,09,19:21:51,13.5731,-91.2308,18,5.6,"58km SW of Puerto San Jose, Guatemala",1533842511
2018,08,18,19:39:07,8.802,-77.2506,10,5.6,"32km N of Acandi, Colombia",1534621147
2018,08,19,15:04:02,-8.2842,116.5942,10,5.6,"4km WNW of Belanting, Indonesia",1534691042
2018,08,22,20:26:29,-52.7337,27.9005,10,5.6,"South of Africa",1534969589
2018,08,27,20:09:21,-61.7941,-58.0488,49,5.6,"South Shetland Islands",1535400561
2018,11,12,22:37:27,-3.076,-103.3972,10,5.6,"Central East Pacific Rise",1542062247
2018,11,23,10:51:58,-56.3023,-26.9882,76,5.6,"46km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",1542970318
2018,11,27,05:37:59,19.3732,-108.3512,10,5.6,"283km ENE of Socorro Island, Mexico",1543297079
2018,10,11,02:55:45,-4.9967,126.7227,15.1,5.6,"136km S of Leksula, Indonesia",1539226545
2018,10,29,21:07:13,-57.5419,-66.1638,10,5.6,"Drake Passage",1540847233
2018,07,20,10:24:56,-28.027,-63.2284,579,5.6,"22km ESE of Suncho Corral, Argentina",1532082296
2018,07,22,20:39:17,30.4313,57.4531,10,5.6,"39km ENE of Kerman, Iran",1532291957
2018,07,24,14:44:52,41.8105,-126.8616,10,5.6,"212km WSW of Gold Beach, Oregon",1532443492
2018,04,09,00:20:55,-57.6588,-27.8989,245,5.6,"114km SSW of Visokoi Island, South Georgia and the South Sandwich Islands",1523233255
2018,04,24,02:29:52,12.4928,-87.7466,47.3,5.6,"42km SW of Jiquilillo, Nicaragua",1524536992
2018,03,12,06:13:49,-46.3559,95.9296,10,5.6,"Southeast Indian Ridge",1520835229
2018,03,23,07:40:29,12.6529,-44.5694,10,5.6,"Northern Mid-Atlantic Ridge",1521790829
2018,03,25,14:28:35,-26.7926,-63.3697,577.2,5.6,"29km NNW of El Hoyo, Argentina",1521988115
2018,02,08,21:19:24,-37.4387,-73.9794,4.3,5.6,"35km NW of Lebu, Chile",1518124764
2018,02,15,08:27:22,-0.0684,-17.8411,10,5.6,"North of Ascension Island",1518683242
2018,05,24,23:11:47,0.8174,-29.54,10,5.6,"Central Mid-Atlantic Ridge",1527203507
2018,06,21,16:08:03,-24.267,-67.0505,189,5.6,"74km W of San Antonio de los Cobres, Argentina",1529597283
2018,06,26,01:48:43,-59.5351,-29.6617,25.3,5.6,"187km WSW of Bristol Island, South Sandwich Islands",1529977723
2017,07,12,09:08:17,-35.3911,-73.265,10,5.6,"77km W of Constitucion, Chile",1499850497
2017,09,16,14:18:56,16.0895,-95.1384,35,5.6,"10km SE of Salina Cruz, Mexico",1505571536
2017,09,18,14:19:12,15.2577,-94.5666,10,5.6,"108km S of San Francisco del Mar, Mexico",1505744352
2017,09,22,05:33:43,23.5482,-108.831,10,5.6,"103km ENE of San Jose del Cabo, Mexico",1506058423
2017,08,01,06:13:56,-28.545,-68.8943,110,5.6,"71km WNW of Vinchina, Argentina",1501568036
2017,08,06,19:32:06,-47.2884,99.8671,10,5.6,"Southeast Indian Ridge",1502047926
2017,08,11,21:45:09,-16.2986,-73.4744,41,5.6,"89km WNW of Camana, Peru",1502487909
2017,01,16,12:42:10,3.3168,98.4696,6,5.6,"24km N of Kabanjahe, Indonesia",1484570530
2017,01,18,10:25:25,42.5855,13.1904,10,5.6,"8km NNW of Montereale, Italy",1484735125
2017,06,05,11:34:11,-4.072,-80.3583,49,5.6,"41km E of Papayal, Peru",1496662451
2017,06,24,02:37:18,-19.45,34.4882,27,5.6,"32km WNW of Dondo, Mozambique",1498271838
2017,06,25,03:01:59,-9.5404,66.17,10,5.6,"Mid-Indian Ridge",1498359719
2017,03,02,11:07:26,37.616,38.4305,10,5.6,"5km NW of Samsat, Turkey",1488452846
2017,03,21,23:10:25,-8.4915,115.3233,111.7,5.6,"1km SE of Banjar Mulung, Indonesia",1490137825
2017,04,04,13:53:18,-55.6164,-30.0013,19.2,5.6,"211km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",1491313998
2017,04,16,09:44:05,-7.3725,83.1719,10,5.6,"South Indian Ocean",1492335845
2017,04,17,05:23:15,17.4498,-61.1423,16,5.6,"74km ESE of Codrington, Barbuda",1492406595
2017,04,23,19:40:10,-33.0147,-72.1154,20,5.6,"45km W of Valparaiso, Chile",1492976410
2017,05,11,01:09:43,-56.3967,-25.7871,10,5.6,"93km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",1494464983
2017,05,13,18:00:59,37.7693,57.2058,8,5.6,"34km NNW of Bojnurd, Iran",1494698459
2017,02,28,17:35:40,-44.793,-80.8972,10,5.6,"Off the coast of Aisen, Chile",1488303340
2017,11,15,02:02:25,-59.0311,-17.1009,10,5.6,"East of the South Sandwich Islands",1510711345
2017,10,06,17:41:23,-35.3103,-15.5522,10,5.6,"Tristan da Cunha region",1507311683
2017,10,11,00:08:26,-54.2586,8.3362,10,5.6,"Bouvet Island region",1507680506
2017,10,18,13:40:55,-0.2383,122.9492,92.6,5.6,"74km SSW of Bilungala, Indonesia",1508334055
2017,10,31,11:34:39,-3.7687,127.6675,8.1,5.6,"50km WSW of Hila, Indonesia",1509449679
2016,08,01,07:42:51,-23.9646,82.5565,10,5.6,"South Indian Ocean",1470037371
2016,08,02,07:32:29,-58.7496,-25.5494,34,5.6,"64km ENE of Bristol Island, South Sandwich Islands",1470123149
2016,08,24,02:33:29,42.8413,13.1533,3.3,5.6,"7km NE of Norcia, Italy",1472006009
2016,08,24,13:48:45,-2.9097,100.1775,19,5.6,"162km SW of Sungaipenuh, Indonesia",1472046525
2016,01,14,13:14:49,9.6862,126.3095,35,5.6,"19km ESE of General Luna, Philippines",1452777289
2016,01,16,23:22:29,-3.8727,127.2292,4.1,5.6,"69km SSE of Namlea, Indonesia",1452986549
2016,01,19,02:13:27,22.8626,121.3206,27.1,5.6,"21km ENE of Taitung City, Taiwan",1453169607
2016,06,19,18:20:50,20.1726,121.3782,16,5.6,"54km WSW of Sabtang, Philippines",1466360450
2016,07,10,02:32:42,-35.8108,-103.2511,10,5.6,"Southeast of Easter Island",1468117962
2016,07,31,23:40:01,-8.1935,117.8136,21,5.6,"7km SE of Labuhankananga, Indonesia",1470008401
2016,09,09,00:03:44,-31.3775,-65.8254,157.6,5.6,"70km W of Salsacate, Argentina",1473379424
2016,09,22,20:06:11,-21.5525,33.4112,10,5.6,"171km SSE of Chipinge, Zimbabwe",1474574771
2016,09,23,23:11:20,45.7275,26.6097,92,5.6,"8km W of Nereju, Romania",1474672280
2016,12,20,10:04:39,37.1442,84.9583,10,5.6,"120km SSW of Qiemo, China",1482228279
2016,12,25,14:32:13,-43.481,-74.4771,14.9,5.6,"80km WSW of Puerto Quellon, Chile",1482676333
2016,12,27,23:20:56,45.7144,26.5283,97,5.6,"14km W of Nereju, Romania",1482880856
2016,12,28,08:18:00,38.3755,-118.8989,11.3,5.6,"27km SW of Hawthorne, Nevada",1482913080
2016,12,28,08:22:12,38.3904,-118.8972,12.2,5.6,"26km SW of Hawthorne, Nevada",1482913332
2016,05,02,12:17:16,-6.0785,-107.1631,15,5.6,"Central East Pacific Rise",1462191436
2016,05,05,11:01:46,-8.9416,-108.2391,10,5.6,"Central East Pacific Rise",1462446106
2016,05,07,00:18:36,18.3754,-105.3371,10,5.6,"114km SW of San Patricio, Mexico",1462580316
2016,02,18,01:07:11,-56.2549,-27.5661,99,5.6,"54km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",1455757631
2016,03,03,00:10:50,-4.794,94.4101,10,5.6,"Southwest of Sumatra, Indonesia",1456963850
2016,03,03,08:36:32,-9.7645,125.316,29.5,5.6,"78km ESE of Leof, Indonesia",1456994192
2016,03,14,07:26:40,-56.4283,-27.0089,84,5.6,"32km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",1457940400
2016,03,14,23:25:39,-52.6136,18.7984,10,5.6,"Southwest of Africa",1457997939
2016,03,18,16:11:00,38.0233,72.4114,10,5.6,"92km ESE of Vanj, Tajikistan",1458317460
2016,03,19,10:24:45,11.8676,-88.7677,10,5.6,"158km S of Puerto El Triunfo, El Salvador",1458383085
2016,03,21,14:48:51,27.7676,66.0962,10,5.6,"54km W of Khuzdar, Pakistan",1458571731
2016,03,26,03:24:24,-2.6503,68.0253,10,5.6,"Carlsberg Ridge",1458962664
2016,04,15,04:50:11,2.0125,127.0004,90,5.6,"116km WNW of Tobelo, Indonesia",1460695811
2016,04,17,09:23:41,-0.2344,-80.6943,10,5.6,"50km NW of Bahia de Caraquez, Ecuador",1460885021
2016,04,19,22:22:25,0.5783,-80.0247,11,5.6,"2km SSE of Muisne, Ecuador",1461104545
2016,04,20,10:51:42,13.2,-55.8867,28,5.6,"North Atlantic Ocean",1461149502
2016,10,06,20:57:08,-4.0427,-103.9169,10,5.6,"Central East Pacific Rise",1475787428
2016,10,08,04:37:41,-36.0277,-101.0092,10,5.6,"Southeast of Easter Island",1475901461
2016,10,18,22:08:14,15.223,-61.5065,146,5.6,"13km WSW of Pointe Michel, Dominica",1476828494
2016,10,20,00:09:26,13.3118,-44.8777,10,5.6,"Northern Mid-Atlantic Ridge",1476922166
2016,10,23,22:59:29,18.9017,-104.5714,12,5.6,"31km WSW of Manzanillo, Mexico",1477263569
2016,10,27,01:03:12,-1.5056,-15.5911,10,5.6,"North of Ascension Island",1477530192
2016,10,31,00:20:11,3.4466,-74.4951,33,5.6,"34km ENE of Colombia, Colombia",1477873211
2016,11,12,20:08:46,6.1142,-82.5906,10,5.6,"214km S of Punta de Burica, Panama",1478981326
2015,10,12,03:15:19,-31.1849,-71.8227,21,5.6,"79km NW of Illapel, Chile",1444619719
2015,10,17,17:52:19,-42.6607,-82.4526,10.1,5.6,"West Chile Rise",1445104339
2015,10,20,20:33:12,-57.4332,-65.8872,9.1,5.6,"Drake Passage",1445373192
2015,10,23,00:27:39,29.6377,70.326,11,5.6,"10km NNW of Dajal, Pakistan",1445560059
2015,11,08,19:14:47,6.984,94.534,10,5.6,"148km NW of Sabang, Indonesia",1447010087
2015,11,11,06:26:33,-9.1387,-108.6442,10,5.6,"Central East Pacific Rise",1447223193
2015,11,13,06:04:17,-29.8492,-64.4985,27,5.6,"40km N of Quilino, Argentina",1447394657
2015,11,17,17:29:36,40.3762,73.2038,18,5.6,"21km WNW of Gul'cha, Kyrgyzstan",1447781376
2015,11,23,20:41:21,16.9762,-98.9116,34,5.6,"25km NW of San Luis Acatlan, Mexico",1448311281
2015,11,27,11:46:27,13.0906,-88.9476,52,5.6,"45km S of El Rosario, El Salvador",1448624787
2015,11,28,05:44:40,-30.3688,-72.151,10,5.6,"90km WSW of Coquimbo, Chile",1448689480
2015,05,10,00:50:18,14.8388,-94.0135,9,5.6,"124km SSW of Tres Picos, Mexico",1431219018
2015,05,26,10:32:03,-22.057,-68.5076,124,5.6,"63km NE of Calama, Chile",1432636323
2015,02,01,20:02:20,-49.3181,-8.1198,10,5.6,"Southern Mid-Atlantic Ridge",1422820940
2015,02,08,15:09:08,-2.4318,119.3699,37.3,5.6,"13km WNW of Kalumpang, Indonesia",1423408148
2015,03,01,03:32:33,0.0241,124.4702,62,5.6,"67km SE of Molibagu, Indonesia",1425180753
2015,03,28,16:36:53,-22.2167,-68.6175,112,5.6,"42km NE of Calama, Chile",1427560613
2015,03,29,07:50:54,1.6535,126.4846,45.1,5.6,"137km NW of Kota Ternate, Indonesia",1427615454
2015,04,25,06:18:10,27.6857,86.0213,10,5.6,"30km SSE of Kodari, Nepal",1429942690
2015,04,26,23:35:29,-8.3237,-79.8322,22,5.6,"76km WSW of Santiago de Cao, Peru",1430091329
2015,12,08,12:56:07,-30.8096,-71.7519,25,5.6,"57km WSW of Ovalle, Chile",1449579367
2015,12,28,06:55:29,14.6571,-61.3454,150,5.6,"20km WSW of Saint-Pierre, Martinique",1451285729
2015,08,07,12:18:48,1.0861,-85.2083,10,5.6,"Off the coast of Ecuador",1438949928
2015,08,07,13:48:31,1.0467,-85.2705,6.9,5.6,"Off the coast of Ecuador",1438955311
2015,08,13,11:28:15,-36.8531,78.3516,10,5.6,"131km NE of Amsterdam Island, France",1439465295
2015,08,13,14:08:00,23.9689,122.4897,17.3,5.6,"75km SW of Yonakuni, Japan",1439474880
2015,01,10,02:05:46,-5.655,68.3613,10,5.6,"Chagos Archipelago region",1420855546
2015,01,17,18:41:42,-22.237,-63.1461,557.2,5.6,"59km ESE of Yacuiba, Bolivia",1421520102
2015,06,05,14:54:00,-37.1708,78.1817,10,5.6,"94km NE of Amsterdam Island, France",1433516040
2015,07,09,13:25:54,13.2949,-90.244,45.7,5.6,"55km SW of Acajutla, El Salvador",1436448354
2015,09,13,07:57:33,24.8094,-109.5138,10,5.6,"99km SSW of Topolobampo, Mexico",1442131053
2015,09,16,23:09:06,-31.1055,-71.405,37.8,5.6,"59km SSW of Ovalle, Chile",1442444946
2015,09,18,08:18:17,-32.2292,-72.3678,6,5.6,"109km WNW of La Ligua, Chile",1442564297
2015,09,19,13:08:57,-30.5256,-72.1984,10,5.6,"96km W of Ovalle, Chile",1442668137
2015,09,21,19:56:08,-31.7819,-71.6407,28.4,5.6,"48km WSW of Illapel, Chile",1442865368
2019,06,23,03:53:02,40.2735,-124.3003,9.4,5.6,"6km SSW of Petrolia, CA",1561261982
